query;label
"SELECT id, user_id, name FROM orders WHERE id = 'active';";0
"SELECT id FROM logs WHERE created_at = 456;";0
"DELETE FROM inventory WHERE id = 'active';";0
"INSERT INTO inventory (status, quantity) VALUES (123, '2023-01-01');";0
"UPDATE orders SET description = '2023-01-01' WHERE name = 'active';";0
"INSERT INTO logs (id, created_at) VALUES ('active', 456);";0
"DELETE FROM employees WHERE name = 456;";0
"UPDATE employees SET id = 'user123' WHERE email = 'Sample text';";0
"SELECT created_at, price, id, quantity FROM sessions WHERE user_id = 'active';";0
"DELETE FROM customers WHERE price = 'Sample text';";0
"UPDATE products SET status = 'pending' WHERE created_at = 'john@example.com';";0
"DELETE FROM products WHERE quantity = '2023-01-01';";0
"INSERT INTO sessions (price, created_at, email) VALUES (456, 'user123', 'john@example.com');";0
"INSERT INTO employees (email, description) VALUES ('user123', 'pending');";0
"DELETE FROM inventory WHERE description = 'pending';";0
"INSERT INTO products (price, description, id) VALUES ('john@example.com', 'pending', 'active');";0
"INSERT INTO inventory (name, description, id, created_at) VALUES ('2023-01-01', 'user123', 'john@example.com', 'john@example.com');";0
"INSERT INTO orders (id, email) VALUES (123, 'pending');";0
"UPDATE users SET description = 'pending' WHERE name = 456;";0
"INSERT INTO logs (user_id, description, name, id) VALUES ('john@example.com', 123, 123, 123);";0
"UPDATE products SET id = 'john@example.com' WHERE quantity = 123;";0
"INSERT INTO sessions (name, quantity) VALUES ('john@example.com', 456);";0
"UPDATE orders SET description = 'active' WHERE id = 'user123';";0
"UPDATE employees SET id = 'john@example.com' WHERE email = 'active';";0
"UPDATE users SET quantity = 'user123' WHERE created_at = 'john@example.com';";0
"DELETE FROM orders WHERE status = 'Sample text';";0
"INSERT INTO logs (price, id, created_at, description) VALUES ('user123', 123, 456, 'john@example.com');";0
"INSERT INTO logs (user_id, id, quantity, email) VALUES (123, 'john@example.com', '2023-01-01', 123);";0
"DELETE FROM products WHERE price = 123;";0
"SELECT description, status, created_at, user_id FROM orders WHERE price = 'active';";0
"SELECT description FROM customers WHERE status = 'pending';";0
"DELETE FROM users WHERE quantity = 456;";0
"UPDATE logs SET name = '2023-01-01' WHERE created_at = 'john@example.com';";0
"UPDATE sessions SET status = 'john@example.com' WHERE email = 'pending';";0
"DELETE FROM employees WHERE price = 'Sample text';";0
"UPDATE customers SET email = 'active' WHERE description = 'user123';";0
"DELETE FROM users WHERE status = 'Sample text';";0
"INSERT INTO customers (description, user_id) VALUES ('active', 'john@example.com');";0
"SELECT user_id, status FROM orders WHERE created_at = 'active';";0
"SELECT description, user_id FROM sessions WHERE price = 'john@example.com';";0
"INSERT INTO orders (name, price, id, quantity) VALUES ('pending', 'Sample text', 'john@example.com', 456);";0
"UPDATE employees SET price = 'pending' WHERE price = 'Sample text';";0
"DELETE FROM inventory WHERE quantity = 123;";0
"INSERT INTO employees (price, user_id, quantity, email) VALUES (456, 'active', 'active', 'user123');";0
"DELETE FROM employees WHERE price = 'user123';";0
"INSERT INTO customers (user_id, email, description, created_at) VALUES ('john@example.com', 'user123', 123, 'user123');";0
"UPDATE employees SET name = 'active' WHERE name = 'Sample text';";0
"DELETE FROM customers WHERE name = 456;";0
"UPDATE employees SET price = 'john@example.com' WHERE email = 'user123';";0
"INSERT INTO inventory (price, user_id, name, status) VALUES (123, 'user123', 'user123', 'active');";0
"INSERT INTO sessions (price, email) VALUES ('2023-01-01', 'john@example.com');";0
"INSERT INTO customers (price, user_id) VALUES (123, 'Sample text');";0
"DELETE FROM inventory WHERE status = 123;";0
"DELETE FROM sessions WHERE description = 'Sample text';";0
"INSERT INTO sessions (status, quantity) VALUES ('pending', 'pending');";0
"INSERT INTO products (description, name, created_at) VALUES ('user123', 123, 123);";0
"DELETE FROM employees WHERE created_at = 'john@example.com';";0
"SELECT price, id, user_id FROM inventory WHERE name = 456;";0
"INSERT INTO employees (price, name) VALUES ('john@example.com', 'pending');";0
"DELETE FROM employees WHERE price = 123;";0
"INSERT INTO logs (email, status) VALUES ('active', 'pending');";0
"SELECT user_id, quantity FROM sessions WHERE name = 'active';";0
"INSERT INTO customers (user_id, name) VALUES ('john@example.com', 'john@example.com');";0
"DELETE FROM users WHERE description = 123;";0
"DELETE FROM inventory WHERE price = 'active';";0
"DELETE FROM logs WHERE id = '2023-01-01';";0
"DELETE FROM logs WHERE email = 'user123';";0
"SELECT price FROM employees WHERE user_id = '2023-01-01';";0
"SELECT quantity, email, created_at, status FROM employees WHERE email = 'active';";0
"UPDATE logs SET description = 123 WHERE quantity = 'user123';";0
"INSERT INTO customers (user_id, description, status, created_at) VALUES (456, 'pending', 'active', 'user123');";0
"SELECT email FROM sessions WHERE price = 'active';";0
"UPDATE users SET name = 456 WHERE email = 'pending';";0
"UPDATE orders SET description = 123 WHERE status = 'Sample text';";0
"DELETE FROM orders WHERE id = 'pending';";0
"SELECT name FROM logs WHERE status = 'pending';";0
"SELECT created_at, email, quantity FROM customers WHERE quantity = 123;";0
"UPDATE inventory SET description = 456 WHERE price = 'pending';";0
"SELECT id, name FROM customers WHERE status = 'Sample text';";0
"UPDATE employees SET user_id = 'john@example.com' WHERE created_at = 'john@example.com';";0
"DELETE FROM employees WHERE email = 'active';";0
"UPDATE orders SET email = 'active' WHERE status = 'user123';";0
"SELECT name FROM users WHERE created_at = 123;";0
"INSERT INTO inventory (user_id, id) VALUES ('user123', 'user123');";0
"UPDATE logs SET description = 'pending' WHERE name = 'user123';";0
"UPDATE orders SET price = 'active' WHERE status = 'Sample text';";0
"SELECT quantity, description FROM logs WHERE created_at = 'active';";0
"INSERT INTO orders (id, description, price, user_id) VALUES ('pending', 'active', 'Sample text', 'john@example.com');";0
"UPDATE users SET id = 'Sample text' WHERE created_at = 'john@example.com';";0
"SELECT user_id, name, id, price FROM sessions WHERE status = '2023-01-01';";0
"SELECT name, email, status FROM products WHERE user_id = '2023-01-01';";0
"INSERT INTO users (user_id, price) VALUES ('active', 'Sample text');";0
"DELETE FROM users WHERE created_at = 456;";0
"SELECT name FROM employees WHERE description = 'active';";0
"INSERT INTO products (price, id, email) VALUES ('2023-01-01', 'Sample text', 'active');";0
"SELECT quantity FROM logs WHERE description = 'user123';";0
"SELECT status, user_id, id FROM logs WHERE id = '2023-01-01';";0
"INSERT INTO logs (quantity, email, name, user_id) VALUES ('user123', '2023-01-01', '2023-01-01', '2023-01-01');";0
"SELECT name, description FROM customers WHERE description = '2023-01-01';";0
"DELETE FROM inventory WHERE name = 'pending';";0
"SELECT created_at FROM sessions WHERE status = 'Sample text';";0
"SELECT created_at, id, status FROM employees WHERE price = 123;";0
"INSERT INTO logs (description, created_at) VALUES ('Sample text', 'Sample text');";0
"UPDATE products SET price = 123 WHERE price = 'john@example.com';";0
"UPDATE products SET created_at = 'active' WHERE id = 'user123';";0
"UPDATE employees SET quantity = '2023-01-01' WHERE quantity = 456;";0
"DELETE FROM sessions WHERE email = 'pending';";0
"UPDATE users SET quantity = 'pending' WHERE email = 456;";0
"DELETE FROM sessions WHERE email = 'Sample text';";0
"SELECT description, email, quantity, name FROM products WHERE description = 'user123';";0
"UPDATE sessions SET price = 456 WHERE name = '2023-01-01';";0
"INSERT INTO orders (email, description) VALUES ('active', 'pending');";0
"INSERT INTO inventory (email, status, name) VALUES (456, 456, 'user123');";0
"SELECT user_id, name, quantity FROM products WHERE name = 'user123';";0
"DELETE FROM customers WHERE price = 'user123';";0
"SELECT description, status, user_id FROM employees WHERE name = '2023-01-01';";0
"SELECT user_id FROM employees WHERE description = 456;";0
"INSERT INTO customers (price, quantity, name, status) VALUES ('2023-01-01', 'john@example.com', '2023-01-01', 456);";0
"INSERT INTO users (status, description) VALUES (456, 'active');";0
"DELETE FROM logs WHERE quantity = 'Sample text';";0
"SELECT description, email, id, name FROM logs WHERE user_id = 'Sample text';";0
"DELETE FROM employees WHERE email = 'user123';";0
"UPDATE sessions SET status = 'active' WHERE created_at = 'user123';";0
"DELETE FROM products WHERE email = 'Sample text';";0
"INSERT INTO employees (email, quantity, name, price) VALUES ('pending', 456, 'pending', 123);";0
"INSERT INTO employees (description, name) VALUES ('2023-01-01', 123);";0
"SELECT price, description, id FROM sessions WHERE name = 123;";0
"SELECT quantity, description, created_at, price FROM sessions WHERE created_at = 'user123';";0
"UPDATE orders SET status = 'user123' WHERE status = 'pending';";0
"SELECT name, description FROM logs WHERE user_id = 'active';";0
"DELETE FROM sessions WHERE price = 456;";0
"SELECT name, created_at, user_id, price FROM products WHERE description = 'john@example.com';";0
"DELETE FROM employees WHERE id = 'john@example.com';";0
"DELETE FROM sessions WHERE name = 456;";0
"DELETE FROM logs WHERE quantity = 'active';";0
"DELETE FROM customers WHERE created_at = '2023-01-01';";0
"UPDATE inventory SET created_at = 456 WHERE email = 'Sample text';";0
"DELETE FROM inventory WHERE id = 'Sample text';";0
"INSERT INTO users (description, status) VALUES ('2023-01-01', 'active');";0
"DELETE FROM inventory WHERE quantity = 'pending';";0
"INSERT INTO logs (status, description) VALUES ('2023-01-01', 'Sample text');";0
"DELETE FROM inventory WHERE email = '2023-01-01';";0
"SELECT id FROM orders WHERE quantity = 'pending';";0
"INSERT INTO sessions (created_at, quantity, email) VALUES ('pending', 'user123', 123);";0
"SELECT name FROM employees WHERE price = 'active';";0
"UPDATE customers SET name = 'john@example.com' WHERE name = 'user123';";0
"UPDATE orders SET description = 'john@example.com' WHERE name = '2023-01-01';";0
"SELECT user_id, price FROM products WHERE email = 'john@example.com';";0
"INSERT INTO sessions (email, quantity) VALUES ('2023-01-01', '2023-01-01');";0
"UPDATE logs SET price = 'pending' WHERE description = 'pending';";0
"UPDATE orders SET status = 'john@example.com' WHERE quantity = 'pending';";0
"SELECT id, quantity FROM products WHERE id = 123;";0
"UPDATE customers SET id = '2023-01-01' WHERE email = '2023-01-01';";0
"UPDATE logs SET quantity = 'user123' WHERE price = 'user123';";0
"SELECT name, quantity, id, price FROM orders WHERE created_at = 'pending';";0
"INSERT INTO inventory (email, price, quantity, status) VALUES ('user123', 'active', 456, 'active');";0
"UPDATE inventory SET name = 123 WHERE description = 'john@example.com';";0
"UPDATE sessions SET id = 123 WHERE status = 'user123';";0
"INSERT INTO users (description, user_id) VALUES (123, 'user123');";0
"INSERT INTO logs (name, created_at) VALUES (123, 123);";0
"INSERT INTO products (price, created_at) VALUES ('Sample text', 'user123');";0
"SELECT user_id FROM products WHERE user_id = 'active';";0
"DELETE FROM users WHERE price = 123;";0
"UPDATE sessions SET user_id = 'user123' WHERE id = 'active';";0
"UPDATE sessions SET email = 'john@example.com' WHERE created_at = '2023-01-01';";0
"INSERT INTO users (description, price, status) VALUES ('active', 'john@example.com', '2023-01-01');";0
"DELETE FROM employees WHERE email = 'pending';";0
"UPDATE sessions SET description = 123 WHERE id = 123;";0
"UPDATE customers SET name = 'user123' WHERE description = '2023-01-01';";0
"SELECT quantity, id, created_at FROM sessions WHERE id = 'active';";0
"UPDATE logs SET price = 123 WHERE description = '2023-01-01';";0
"DELETE FROM products WHERE quantity = 'john@example.com';";0
"SELECT description, price, name, email FROM products WHERE id = 123;";0
"UPDATE sessions SET price = 'john@example.com' WHERE created_at = 'pending';";0
"INSERT INTO sessions (user_id, id, status) VALUES ('pending', 'user123', 'active');";0
"INSERT INTO orders (id, quantity, status, name) VALUES ('2023-01-01', 'user123', 'active', 123);";0
"UPDATE products SET status = 'active' WHERE price = 'Sample text';";0
"UPDATE products SET name = 'john@example.com' WHERE quantity = 'user123';";0
"SELECT name, email, created_at, user_id FROM logs WHERE created_at = 'pending';";0
"SELECT price, created_at, email, name FROM sessions WHERE created_at = 'user123';";0
"DELETE FROM customers WHERE email = 123;";0
"UPDATE sessions SET email = 123 WHERE id = 'user123';";0
"UPDATE sessions SET name = 456 WHERE user_id = 'user123';";0
"INSERT INTO logs (email, user_id, description) VALUES ('pending', 'user123', 123);";0
"SELECT user_id FROM products WHERE email = 'Sample text';";0
"UPDATE customers SET email = 'pending' WHERE name = 'pending';";0
"SELECT id, email FROM products WHERE name = '2023-01-01';";0
"SELECT created_at FROM logs WHERE description = 'Sample text';";0
"UPDATE employees SET quantity = 'john@example.com' WHERE description = 'john@example.com';";0
"INSERT INTO products (email, created_at) VALUES ('user123', 'user123');";0
"INSERT INTO products (quantity, description) VALUES (123, 456);";0
"SELECT email, id FROM orders WHERE description = 'user123';";0
"SELECT email, quantity, id, created_at FROM customers WHERE status = 123;";0
"UPDATE products SET created_at = 456 WHERE price = 'john@example.com';";0
"INSERT INTO employees (name, price, status) VALUES ('Sample text', 456, 123);";0
"INSERT INTO sessions (created_at, email, user_id, name) VALUES (456, 'john@example.com', 'active', '2023-01-01');";0
"INSERT INTO users (user_id, email, price, status) VALUES ('Sample text', 'pending', 'pending', 'pending');";0
"DELETE FROM logs WHERE created_at = '2023-01-01';";0
"INSERT INTO sessions (status, id, name, quantity) VALUES ('active', 'pending', 'pending', 'user123');";0
"SELECT user_id, price FROM customers WHERE email = 'john@example.com';";0
"INSERT INTO sessions (email, description) VALUES ('Sample text', 'john@example.com');";0
"INSERT INTO employees (created_at, price, description, user_id) VALUES (123, 'pending', 'user123', 'active');";0
"DELETE FROM orders WHERE price = 456;";0
"SELECT name FROM users WHERE status = 456;";0
"SELECT user_id, status FROM sessions WHERE quantity = 'Sample text';";0
"UPDATE inventory SET description = 'user123' WHERE email = 456;";0
"SELECT email FROM products WHERE price = 'user123';";0
"SELECT name FROM products WHERE quantity = 'Sample text';";0
"INSERT INTO orders (email, price, status, user_id) VALUES (123, 123, 'active', '2023-01-01');";0
"SELECT description, status, created_at, user_id FROM products WHERE id = '2023-01-01';";0
"SELECT price, name, quantity FROM sessions WHERE email = 'user123';";0
"DELETE FROM employees WHERE status = 'active';";0
"SELECT id FROM users WHERE quantity = 'active';";0
"SELECT name FROM inventory WHERE created_at = 'Sample text';";0
"UPDATE orders SET name = '2023-01-01' WHERE quantity = 'active';";0
"DELETE FROM customers WHERE description = 456;";0
"DELETE FROM users WHERE email = 456;";0
"DELETE FROM inventory WHERE price = 'Sample text';";0
"UPDATE users SET id = 'Sample text' WHERE created_at = '2023-01-01';";0
"UPDATE products SET name = 'user123' WHERE name = 456;";0
"SELECT name, email, user_id FROM customers WHERE quantity = 'pending';";0
"SELECT email, user_id FROM employees WHERE quantity = 'pending';";0
"UPDATE users SET price = 'john@example.com' WHERE description = 'active';";0
"SELECT id, user_id, quantity FROM logs WHERE created_at = '2023-01-01';";0
"UPDATE sessions SET price = '2023-01-01' WHERE quantity = 'Sample text';";0
"UPDATE customers SET id = 'user123' WHERE name = 'active';";0
"DELETE FROM sessions WHERE quantity = 'active';";0
"UPDATE products SET price = 'user123' WHERE name = 456;";0
"UPDATE employees SET quantity = 'user123' WHERE description = 'active';";0
"DELETE FROM orders WHERE user_id = '2023-01-01';";0
"UPDATE employees SET name = 123 WHERE id = 'Sample text';";0
"SELECT price FROM employees WHERE created_at = 'user123';";0
"DELETE FROM customers WHERE quantity = 'john@example.com';";0
"INSERT INTO inventory (description, user_id, id) VALUES ('pending', 'pending', 456);";0
"DELETE FROM inventory WHERE price = 'user123';";0
"SELECT user_id FROM products WHERE created_at = 'active';";0
"UPDATE orders SET user_id = '2023-01-01' WHERE price = 'user123';";0
"DELETE FROM users WHERE email = 123;";0
